"id","url","createdAt","is_active","type","updatedAt","count"
"180","data/mang-boc-thuc-pham-2.jpg","2018-03-22",true,"1","2024-06-20 13:30:13","1391"
"181","data/tuong-ca2.jpg","2018-03-23",true,"1","2024-06-20 13:31:23","1254"
"182",,"2018-03-25",true,"1","2024-06-20 13:32:01","1018"
"183","data/ong tran hung.JPG","2018-03-25",true,"1","2024-06-20 13:33:22","2858"
"184","data/xuat khau go dang gap kho trong van de so huu tri tue.jpg","2018-03-27",true,"1","2024-06-20 13:34:41","1446"
"185","data/trai cay truy xuat.jpg","2018-03-27",true,"1","2024-06-20 13:35:12","1353"
"186","data/mat-na1.jpg","2018-03-27",true,"1","2024-06-20 13:35:48","1485"
"187",,"2018-03-27",true,"1","2018-03-28 16:29:43","1552"
"188","data/Nestle bỏ nhãn 4,5 sao trên sản phẩm Milo bột,true,"1","1","2018-03-29 09:07:15","2024-06-20 13:32:50","2363"
"189","data/son tu che2.jpg","2018-03-28",true,"1","2024-06-20 13:36:59","1211"
"190","data/GIAM-CAN-LIPO-1.jpg","2018-03-28",true,"1","2024-06-20 13:38:15","1933"
"191","data/my-pham1.jpg","2018-03-29",true,"1","2024-06-20 13:39:00","1127"
"192","data/rac-dien-tu1.jpg","2018-03-30",true,"1","2024-06-20 13:42:52","941"
"193","data/viên nén Misoprostol.jpg","2018-03-30",true,"1","2024-06-20 13:43:14","1221"
"194","data/anh-2.jpg","2018-04-01",true,"1","2024-06-20 13:43:44","1613"
"195","data/mang-boc2.jpg","2018-04-02",true,"1","2024-06-20 13:44:18","1677"
"196","data/ma-tran-hang-gia-hang-nhai-nguoi-tieu-dung-viet-kho-thoat6.jpg","2018-04-02",true,"1","2024-06-20 10:57:00","1165"
"197","data/Thừa Thiên Huế đẩy mạnh áp dụng TCVN ISO 9001 2015 vào cơ quan hành chính.jpg","2018-04-02",true,"1","2024-06-20 10:56:42","1843"
"198","data/expo.jpg","2018-04-03",true,"1","2024-06-20 10:56:20","978"
"199","data/Tuyên Quang nhiều tín hiệu tích cực từ chương trình nâng cao năng suất, chất lượng.jpg",true,"1","2018-04-05 08:19:39","1203"
"200","data/Chính phủ yêu cầu siết chất lượng thuốc kháng sinh nhập khẩu.jpg","2018-04-04",true,"1","2024-06-20 10:55:27","974"
"201","data/toy recall_1522811063053.jpg_5279507_ver1.0_640_360.jpg","2018-04-04",true,"1","2024-06-20 10:54:38","1105"
"202","data/Laboratories-ISO-17025.jpg","2018-04-05",true,"1","2024-06-20 10:54:16","3251"
"203","data/chay-la-rung-qua-thiet-hai-hang-ty-dong-vi-phan-bon-rom.jpg","2018-04-05",true,"1","2024-06-20 10:55:15","878"
"204","data/hoi thao chuyen doi iso.jpg","2018-04-05",true,"1","2024-06-20 10:52:53","1115"
"205","data/ha-tinh-day-manh-giup-do-doanh-nghiep-cong-bo-hop-chuan-tieu-chuan-co-so0.jpg","2018-04-06",true,"1","2024-06-20 10:51:59","1093"
"206","data/GIAM-CAN-LIPO-2.jpg","2018-04-06",true,"1","2024-06-20 10:51:36","1179"
"207","data/Quy định mới về xuất xứ hàng hóa, doanh nghiệp cần chú ý những gì.jpg",true,"1","2018-04-07 10:46:00","2024-06-20 10:51:15","1077"
"208","data/bao-ho-chi-dan-dia-ly.jpg","2018-04-06",true,"1","2024-06-20 10:50:49","2749"
"209","data/san xuat ruou.jpg","2018-04-08",true,"1","2024-06-20 10:50:15","1017"
"210","data/khong chu trong chat lương doanh nghiep tra gia dat.jpg","2018-04-08",true,"1","2024-06-20 10:49:41","1142"
"211","data/tiep-tuc-thua-kien-vi-gay-ung-thu-johnson-johnson-phai-boi-thuong-so-tien-khung.jpg","2018-04-08",true,"1","2024-06-20 10:49:17","6388"
"212","data/hang-hoa-8-4-2018.jpg","2018-04-08",true,"1","2024-06-20 10:48:53","1107"
"213","data/nhan-dan1.jpg","2018-04-09",true,"1","2024-06-20 10:48:48","952"
"214","data/mua-my-pham-noi-tieng-nhat-phap-can-than-vo-phai-hang-campuchia2.jpg","2018-04-10",true,"1","2024-06-20 10:41:25","1104"
"215","data/day chuyen cua aroma.jpg","2018-04-10",true,"1","2024-06-20 10:41:11","970"
"216","data/thuoc1.jpg","2018-04-11",true,"1","2024-06-20 10:37:11","1016"
"217","data/phuong tien do nhom 2.jpg","2018-04-11",true,"1","2024-06-20 10:37:32","1166"
"218","data/Máy móc, thiết bị nông nghiệp nhập khẩu không phải kiểm tra chất lượng.jpg",true,"1","2018-04-14 11:01:38","2024-06-20 10:39:17","2386"
"219","data/Phú Yên kiểm định phương tiện đo.jpg","2018-04-16",true,"1","2024-06-20 10:40:09","1430"
"220","data/Hàng giả có chỉ tiêu chất lượng đạt 70 phần trăm trở xuống so với tiêu chuẩn, quy chuẩn-1.jpg",true,"1","2018-04-17 11:26:11","1588"
"221","data/attp.jpg","2018-04-16",true,"1","0000-00-00 00:00:00","904"
"222","data/hang-gia-17-4-2018.jpg","2018-04-16",true,"1","2024-06-20 10:36:06","944"
"223","data/ng Tháp phát hiện 11 mẫu rượu không đạt hàm lượng etanol theo công bố.JPG","2018-04-16",true,"1","2024-06-20 10:35:31","1725"
"224","data/thuoc-.jpg","2018-04-19",true,"1","2024-06-20 10:35:04","990"
"225","data/xoa-20-4-2018.jpg","2018-04-20",true,"1","2024-06-20 10:34:31","887"
"226","data/dau-goi-dau.jpg","2018-04-22",true,"1","2024-06-20 10:34:40","789"
"227","data/cac-san-pham-dien-gia-dung-bat-buoc-phai-cong-bo-hop-quy-khi-luu-hanh-tren-thi-truong8.jpg","2018-04-25",true,"1","2024-06-20 10:27:03","2061"
"228","data/Ky ket hop tac singapore.jpg","2018-04-25",true,"1","2024-06-20 10:40:48","1218"
"229","data/bim.jpeg","2018-04-25",true,"1","2024-06-20 10:24:20","1614"
"230","data/hang-hoa-27-4-2018.jpg","2018-04-26",true,"1","2024-06-20 09:58:40","3137"
"231","data/2466160-5157.jpg","2018-05-01",true,"1","2024-06-20 09:43:59","1018"
"232","data/iện thoại xách tay.jpg","2018-05-01",true,"1","2024-06-20 09:43:25","1317"
"233","data/Tu 2019 doanh nghiep phai tu chung nhan xuat xu hang hoa de huong uu dai thue quan-2.jpg","2018-05-02",true,"1","2024-06-20 09:42:56","2765"
"234","data/phao (1).jpg","2018-05-03",true,"1","2024-06-20 09:41:23","1211"
"235","data/Trẻ em có nguy cơ uống nhầm nicotine lỏng vì bao bì quá giống hộp sữa trái cây-ảnh2.jpg","2018-05-03",true,"1","2024-06-20 09:41:02","2540"
"236","data/truy xuat nguon goc.jpg","2018-05-03",true,"1","2024-06-20 09:37:22","965"
"237","data/2018-03-29-11-55-48tieu-chuanisso-22000.jpg","2018-05-03",true,"1","2024-06-20 09:37:02","1829"
"238","data/thuc-pham1.jpg","2018-05-04",true,"1","2024-06-20 09:36:32","5762"
"239","data/tang cuong cong tac dau tranh chong buon lau gian lan thuong mai va hang gia.jpg","2018-05-04",true,"1","2024-06-20 09:36:11","966"
"240","data/chat luong nong san.jpg","2018-05-06",true,"1","2024-06-20 09:35:41","921"
"241","data/ptt.jpg","2018-05-07",true,"1","2024-06-20 09:35:15","1032"
"242","data/my-pham-khong-ro-nguon-goc.jpg","2018-05-08",true,"1","0000-00-00 00:00:00","982"
"243","data/C1.jpg","2018-05-08",true,"1","2024-06-20 09:34:46","973"
"244","data/cong-bo-ket-qua-kiem-tra-chat-luong-188-mau-xang-e5-tren-thi-truong-3.png","2018-05-10",true,"1","2024-06-20 09:34:24","1204"
"245","data/chat luongj nong san xuat khau.jpg","2018-05-11",true,"1","2024-06-20 09:34:07","1270"
"246","data/phoi-hop-nang-cao-nang-luc-quan-ly-trong-linh-vuc-tieu-chuan-do-luong-chat-luong3.JPG","2018-05-11",true,"1","2024-06-20 09:10:51","909"
"247","data/thao-diem-nghen-ve-chung-nhan-hop-quy-cho-doanh-nghiep-cong-nghe-thong-tin7.jpg","2018-05-14",true,"1","2024-06-20 09:10:09","1246"
"248","data/ruou nhap khau ruou san xuat tieu thu trong nuoc dan tem ra sao moi hop chuan.jpg","2018-05-14",true,"1","2024-06-20 09:09:42","2636"
"249","data/buon-lau1.jpg","2018-05-16",true,"1","2024-06-20 09:09:19","1807"
"250","data/ptt-vu-duc-dam-day-manh-truy-xuat-nguon-goc-chan-chinh-tinh-trang-ban-thuoc-khong-theo-don.jpg","2018-05-21",true,"1","2024-06-20 09:08:56","1094"
"251","data/xay-dung-quy-chuan-tieu-chuan-phai-dam-bao-nhung-yeu-cau-nao-3.jpg","2018-05-21",true,"1","2024-06-20 09:08:10","1480"
"252","data/photo2811_42.jpg","2018-05-21",true,"1","2024-06-20 09:07:36","1946"
"253","data/nscl1.jpg","2018-05-22",true,"1","2024-06-20 09:06:53","2917"
"254","data/trien-khai-nghi-quyet-19-phan-dau-giam-it-nhat-50-hang-hoa-phai-kiem-tra-chuyen-nghanh.jpg","2018-05-22",true,"1","2024-06-20 09:05:12","2020"
"255","data/image-1527135342256871677266.png","2018-05-24",true,"1","2024-06-20 09:04:45","1214"
"256","data/thuc-pham-255-2018.jpg","2018-05-24",true,"1","2024-06-20 09:04:17","1115"
"257","data/230518hha25.jpg","2018-05-25",true,"1","2024-06-19 16:46:17","1919"
"258","data/tu-1072018-nhung-thiet-bi-su-dung-nang-luong-nay-se-bi-cam-cua.jpg","2018-05-27",true,"1","0000-00-00 00:00:00","1285"
"259","data/mua-may-lanh-cu-loi-bat-cap-hai.jpg","2018-05-28",true,"1","2018-05-29 10:40:11","1114"
"261","data/IMG_0113.JPG","2018-05-28",true,"1","2018-05-29 17:04:06","2554"
"262","data/chuan-hoa-thu-tuc-kiem-tra-chat-luong-hang-hoa-hoan-thien-he-thong-mot-cua-quoc-gia-1.jpg","2018-05-29",true,"1","0000-00-00 00:00:00","1190"
"263","data/31969795_1863997323665296_2368414725596774400_n.jpg","2018-05-29",true,"1","2024-06-19 16:33:23","1968"
"264","data/do-choi-viet1.jpg","2018-05-30",true,"1","2024-06-19 16:31:44","2915"
"265","data/bo-cong-thuong-de-xuat-them-chuan-cho-sieu-thi-vcci-len-tieng-phan-doi-1.JPG","2018-06-01",true,"1","2024-06-19 16:30:26","1264"
"266","data/hao-tien-ton-cua-kem-nguy-co-ngo-doc-vi-son-gia-son-gia-re.jpg","2018-06-01",true,"1","2024-06-19 16:23:48","1350"
"267","data/IMG_2687.JPG","2018-06-03",true,"1","2024-06-19 16:23:22","1194"
"268","data/grab1415759485mW0KFfIanCRVHu8ETeYxdoQ-150x150.jpg","2018-06-03",true,"1","2024-06-19 16:23:06","997"
"269","data/thuc-pham-bien-doi-gen-map-mo-ghi-nhan-nguoi-tieu-dung-kho-phan-biet-1.JPG","2018-06-04",true,"1","2024-06-19 16:18:12","3146"
"270","data/san xuat mu bao hiem.jpg","2018-06-04",true,"1","2024-06-19 16:17:52","1113"
"271","data/kiem tra chat luong nuoc dong binh.jpg","2018-06-05",true,"1","2024-06-20 09:04:04","1226"
"272","data/chon-thiet-bi-dong-cat-dien-theo-chuan-nao-de-dam-bao-an-toan.png","2018-06-06",true,"1","2024-06-20 09:03:54","7079"
"273","data/kiem-tra.jpg","2018-06-06",true,"1","2024-06-20 09:03:27","1222"
"274","data/kiem tra hau kiem hang hoa nhom 2.jpg","2018-06-07",true,"1","2024-06-20 09:03:18","1212"
"275","data/dan-nhan-nang-luong1.jpg","2018-06-10",true,"1","2024-06-20 09:03:13","2186"
"276","data/thu-tuc-dang-ky-to-khai-hai-quan.jpg","2018-06-11",true,"1","2024-06-20 09:03:07","4235"
"277","data/Nguyen Hoang Linh1.jpg","2018-06-11",true,"1","2024-06-19 16:10:52","1029"
"278","data/71350345.jpg","2018-06-11",true,"1","2024-06-19 16:10:30","1196"
"279","data/ben-tre-cong-bo-ket-qua-kiem-tra-chat-luong-ghi-nhan-hang-hoa-tren-thi-truong2.jpg","2018-06-14",true,"1","2024-06-19 16:10:10","1065"
"280","data/mua-sac-du-phong-gia-sieu-re-nhieu-nguoi-dang-om-bom-no-cham-ma-khong-hay5.jpg","2018-06-15",true,"1","2024-06-19 16:09:32","1228"
"281","data/hang hoa mien kiem tra.jpg","2018-06-18",true,"1","2024-06-19 16:09:07","5106"
"282","data/kiem tra thuc pham.jpg","2018-06-18",true,"1","2024-06-19 16:08:32","1277"
"283","data/bon-san-pham-xa-phong-dau-goi-va-sua-tam-cua-cong-ty-my-hao-bi-thu-hoi4.jpg","2018-06-20",true,"1","2024-06-19 16:06:12","1719"
"284","data/thuoc-1-20-6-2018 (1).jpg","2018-06-20",true,"1","2024-06-19 16:04:39","1293"
"285","data/viên nang cung  Neopeptine.png","2018-06-21",true,"1","2024-06-19 16:03:19","1159"
"286","data/gel dap mat.jpg","2018-06-24",true,"1","2024-06-19 16:02:58","997"
"287","data/co che mot cua.jpg","2018-06-25",true,"1","2024-06-19 16:02:50","983"
"288","data/26d4c0b8135a27d39c88a4d38d19592c_m4-1.jpg","2018-06-25",true,"1","2024-06-19 16:01:11","1221"
"289","data/bom tap chat cho tom.jpg","2018-06-25",true,"1","2024-06-19 15:51:49","1810"
"290","data/com-dinh-duong-extra-kid-va-tra-thao-moc-hoa-sam-dat-bi-thu-hoi2.jpg","2018-06-26",true,"1","2024-06-19 15:51:10","1078"
"291","data/kiem-soat-chat-luong-san-pham-tai-cho-dau-moi-con-nhieu-lo-hong0.jpg","2018-06-27",true,"1","2024-06-19 15:50:24","1384"
"292","data/Gelica Facial mask gel 1.jpg","2018-06-27",true,"1","2024-06-19 15:49:56","1187"
"293","data/kiem tra chuyen nganh.jpg","2018-06-28",true,"1","2024-06-19 15:49:22","1021"
"294","data/PTCT Nguyen Hoang Linh3.JPG","2018-07-02",true,"1","2024-06-19 15:48:54","1147"
"295","data/thuoc-29-6-2018.png","2018-07-02",true,"1","2024-06-19 15:48:26","1305"
"296","data/dau-nhon2.jpg","2018-07-03",true,"1","2024-06-19 15:47:36","894"
"297","data/nuoc-uong.jpg","2018-07-04",true,"1","2024-06-19 15:46:16","1153"
"298","data/nam-2025-se-co-it-nhat-200-phep-do-hieu-chuan-duoc-quoc-te-thua-nhan-2 (1).JPG","2018-07-05",true,"1","2024-06-19 15:45:56","2293"
"299","data/ha-noi-kiem-tra-dot-xuat-10-co-so-thu-hon-2000-san-pham-my-pham-khong-ro-nguon-goc.jpg","2018-07-06",true,"1","2024-06-19 15:45:22","1284"
"300","data/dinh chi thuoc unicet.png","2018-07-06",true,"1","2024-06-19 15:44:20","1313"
"301","data/nghi-dinh-moi-co-dep-duoc-mu-bao-hiem-dom-1.jpg","2018-07-09",true,"1","2024-06-19 15:44:00","1109"
"302","data/dấu.png","2018-07-09",true,"1","2024-06-19 15:43:41","107899"
"308",,"2018-07-10",true,"1","2024-06-19 15:39:53","2747"
"303","data/dấu.png","2018-07-10",true,"1","2024-06-19 15:43:22","3326"
"304","data/dấu.png","2018-07-10",true,"1","2024-06-19 15:41:26","31887"
"305","data/dấu.png","2018-07-10",true,"1","2024-06-19 15:41:08","15176"
"309",,"2018-07-10",true,"1","2024-06-19 15:39:29","5184"
"306","data/dấu.png","2018-07-10",true,"1","2024-06-19 15:40:47","3803"
"307","data/Capture.png","2018-07-10",true,"1","2024-06-19 15:40:12","4646"
"310",,"2018-07-10",true,"1","2024-06-19 15:38:40","2994"
"311",,"2018-07-10",true,"1","2024-06-19 15:38:08","9256"
"312",,"2018-07-10",true,"1","2024-06-19 15:37:18","3198"
"313",,"2018-07-10",true,"1","2024-06-19 15:35:41","3297"
"314",,"2018-07-10",true,"1","2024-06-19 15:35:22","2907"
"315","data/team 111111111.jpg","2018-07-10",true,"1","2024-06-19 15:34:40","2490"
"316","data/team 33333333333333.jpg","2018-07-10",true,"1","2024-06-19 15:32:29","3826"
"317","data/team 22222222222222.jpg","2018-07-10",true,"1","2024-06-19 15:26:14","2922"
"318",,"2018-07-10",true,"1","2024-06-19 15:25:57","2510"
"319","data/team 22222222222222.jpg","2018-07-10",true,"1","0000-00-00 00:00:00","3272"
"320","data/team 33333333333333.jpg","2018-07-10",true,"1","2024-06-19 15:25:36","2456"
"321","data/AVATA 333.jpg","2018-07-12",true,"1","2024-06-19 15:24:56","7201"
"322",,"2018-07-12",true,"1","2024-06-19 15:24:31","6288"
"323","data/2023/Tháng 12.2023/vien-chat-luong-chung-nhan-VLXD(1) (2).jpg","2018-07-12",true,"1","2024-06-19 15:24:13","12367"
"324","data/AVATA22222222.jpg","2018-07-12",true,"1","2024-06-19 15:23:54","7058"
"325","data/AVATA22222222.jpg","2018-07-12",true,"1","2024-06-19 15:23:30","3450"
"326","data/AVATA22222222.jpg","2018-07-12",true,"1","2024-07-31 11:09:57","4318"
"327","data/ISO 9001 tai cơ quan hành chinh nha nuoc.jpg","2018-07-15",true,"1","2024-06-19 15:22:47","1285"
"328","data/my-phamqqqqqqqqqqqqqqqqqqqqq.jpg","2018-07-15",true,"1","2024-06-19 15:22:19","1263"
"329","data/nhap-khau-xuat-khau-thuoc-khong-dam-bao-chat-luong-bi-phat-the-nao1.png","2018-07-16",true,"1","2024-06-19 15:21:50","1289"
"330","data/kem tri nam Hao Sam bị thu hoi.png","2018-07-17",true,"1","2024-06-19 15:21:21","2159"
"331","data/vat-tu-nn.jpg","2018-07-17",true,"1","2024-06-19 15:20:36","994"
"332","data/Untitled-1.jpg","2018-07-22",true,"1","2024-06-19 15:20:11","1074"
"333","data/phan bón chua có quy chuan.jpg","2018-07-24",true,"1","2024-06-19 15:19:43","1213"
"334","data/kiem-tra.jpg","2018-07-25",true,"1","2024-06-19 15:19:23","1071"
"335","data/Họp.jpg","2018-07-27",true,"1","2024-06-19 15:19:04","1027"
"336","data/BQP 20-7-2.jpg","2018-07-27",true,"1","2024-06-19 15:18:42","3818"
"337","data/chan-phan-bon-gia-ra-soat-tat-ca-ho-so-chat-luong-cua-san-pham-dang-luu-hanh.jpg","2018-07-29",true,"1","2024-06-19 15:17:13","1320"
"338","data/phân luồng cấp giấy chứng nhận xuất xứ hàng hóa.jpg","2018-07-29",true,"1","2024-06-19 15:14:57","1112"
"339","data/alolo390.jpg","2018-07-29",true,"1","2024-06-19 15:14:36","1330"
"340","data/khi-thien-nhien.jpg","2018-07-30",true,"1","2024-06-19 15:13:47","3531"
"341","data/Kimtienthao.jpg","2018-07-31",true,"1","2024-06-19 15:13:18","1226"
"342","data/cuc-qlclsphh-yeu-cau-tam-dung-luu-thong-519-san-pham-hang-hoa-vi-pham.jpg","2018-08-02",true,"1","2024-06-19 15:12:57","1062"
"343","data/ao dụng TCVN iso 9001.jpg","2018-08-12",true,"1","2024-06-19 15:09:59","1096"
"344","data/hoi nghi tdc dia phuong (1).jpg","2018-08-13",true,"1","2024-06-19 15:09:29","1165"
"345","data/banh trung thu dai loan1.jpg","2018-08-14",true,"1","2024-06-19 15:09:08","1444"
"346","data/banh-trung-thu-1.png","2018-08-14",true,"1","2024-06-19 15:07:23","1262"
"347","data/may sấy tóc.jpg","2018-08-16",true,"1","2024-06-19 15:06:49","1128"
"348","data/xe-dien-can-bang-lai-phat-no-bo-khcn-se-som-ban-hanh-quy-chuan0.jpg","2018-08-17",true,"1","2024-06-19 15:06:16","1161"
"349","data/banh-trung-thu-20-8-2018.png","2018-08-19",true,"1","2024-06-19 15:05:29","1179"
"350","data/foody-mobile-me-xung-lan-anh-hue-140220115252.jpg","2018-08-19",true,"1","2024-06-19 15:04:35","1112"
"351","data/22082018.jpg","2018-08-21",true,"1","2024-06-19 15:03:42","967"
"352","data/220820182.jpeg","2018-08-21",true,"1","2024-06-19 14:54:50","2079"
"353","data/23082018-1.jpg","2018-08-22",true,"1","2024-06-19 14:54:37","1083"
"354","data/28.8.2018.jpg","2018-08-27",true,"1","2024-06-19 14:44:16","1767"
"355","data/31.8.2021.jpg","2018-08-30",true,"1","2024-06-19 14:43:37","1129"
"356","data/31.8.2018.1.jpg","2018-08-30",true,"1","2024-06-19 14:43:09","1128"
"357","data/3.9.2.18-1.jpg","2018-09-03",true,"1","2024-06-19 14:42:44","1036"
"358","data/7.9.2018.2.jpg","2018-09-06",true,"1","0000-00-00 00:00:00","1129"
"359","data/10.9.2018.1.jpg","2018-09-09",true,"1","2024-06-19 14:42:03","994"
"360","data/12.9.2018.1.jpg","2018-09-11",true,"1","2024-06-19 14:41:33","1139"
"361","data/14.9.2018.1.jpg","2018-09-13",true,"1","2024-06-19 14:40:51","1339"
"362","data/14.9.2018.2.jpg","2018-09-13",true,"1","2024-06-19 14:40:13","1061"
"363","data/21.9.2018.1.jpg","2018-09-20",true,"1","2024-06-19 14:39:22","1058"
"364","data/21.9.2018.2.JPG","2018-09-20",true,"1","2024-06-19 14:38:52","1200"
"365","data/Capture1.PNG","2018-09-20",true,"1","2024-06-19 14:38:09","1758"
"366","data/21.9.2018.6.jpg","2018-09-20",true,"1","2024-06-19 14:38:18","1039"
"367","data/mang-phan-quang-150x150.png","2018-09-23",true,"1","2024-06-19 14:36:55","1708"
"368","data/26.9.2028.1.jpg","2018-09-25",true,"1","2024-06-19 14:36:16","1545"
"369","data/26.9.2018.2.jpg","2018-09-25",true,"1","2024-06-19 14:35:37","1067"
"370","data/27.9.2018.1.jpg","2018-09-26",true,"1","2024-06-19 14:35:15","1015"
"371","data/IMG_0189.JPG","2018-09-26",true,"1","2018-12-07 09:47:57","242"
"372","data/27.9.2018.2.jpg","2018-09-26",true,"1","0000-00-00 00:00:00","1034"
